timeStamp,elapsed,label,responseCode,responseMessage,success,threadName,dataType,bytes,grpThreads,allThreads,Latency,IdleTime,Connect
1758747245253,478,Browse,200,OK,true,Thread Group 1-33,text,2527,200,200,280,0,104
1758747245353,501,Search,200,OK,true,Thread Group 1-50,text,4346,200,200,255,0,108
1758747245453,236,Logout,200,OK,true,Thread Group 1-71,text,4024,200,200,176,0,31
1758747245553,325,Browse,500,Internal Server Error,false,Thread Group 1-154,text,3121,200,200,176,0,70
1758747245653,195,Logout,200,OK,true,Thread Group 1-170,text,3281,200,200,98,0,27
1758747245753,304,Login,200,OK,true,Thread Group 1-94,text,4298,200,200,241,0,89
1758747245853,375,Login,200,OK,true,Thread Group 1-98,text,2664,200,200,192,0,111
1758747245953,493,Browse,200,OK,true,Thread Group 1-154,text,980,200,200,294,0,54
1758747246053,310,Browse,200,OK,true,Thread Group 1-81,text,703,200,200,206,0,82
1758747246153,297,Browse,200,OK,true,Thread Group 1-181,text,2512,200,200,176,0,39
1758747246253,435,Browse,200,OK,true,Thread Group 1-20,text,1844,200,200,242,0,112
1758747246353,362,Browse,200,OK,true,Thread Group 1-42,text,1152,200,200,288,0,76
1758747246453,423,Browse,200,OK,true,Thread Group 1-168,text,3825,200,200,353,0,106
1758747246553,168,Login,200,OK,true,Thread Group 1-164,text,2731,200,200,122,0,27
1758747246653,680,Checkout,200,OK,true,Thread Group 1-195,text,3517,200,200,513,0,170
1758747246753,365,Login,200,OK,true,Thread Group 1-75,text,4395,200,200,203,0,68
1758747246853,732,Search,200,OK,true,Thread Group 1-200,text,3453,200,200,630,0,218
1758747246953,252,Logout,200,OK,true,Thread Group 1-26,text,994,200,200,210,0,42
1758747247053,367,Search,200,OK,true,Thread Group 1-21,text,3935,200,200,194,0,48
1758747247153,164,Logout,200,OK,true,Thread Group 1-57,text,4243,200,200,146,0,23
1758747247253,224,Logout,200,OK,true,Thread Group 1-159,text,716,200,200,173,0,56
1758747247353,516,Browse,200,OK,true,Thread Group 1-120,text,1283,200,200,259,0,104
1758747247453,145,Logout,200,OK,true,Thread Group 1-118,text,4638,200,200,92,0,31
1758747247553,123,Logout,200,OK,true,Thread Group 1-171,text,1240,200,200,90,0,12
1758747247653,300,Login,200,OK,true,Thread Group 1-125,text,3623,200,200,168,0,71
1758747247753,200,Logout,200,OK,true,Thread Group 1-151,text,3878,200,200,127,0,34
1758747247853,311,Login,200,OK,true,Thread Group 1-77,text,1456,200,200,163,0,80
1758747247953,1033,Checkout,200,OK,true,Thread Group 1-99,text,3634,200,200,538,0,192
1758747248053,302,Login,200,OK,true,Thread Group 1-85,text,678,200,200,221,0,49
1758747248153,541,Search,200,OK,true,Thread Group 1-163,text,2554,200,200,436,0,61
1758747248253,603,Checkout,200,OK,true,Thread Group 1-153,text,3383,200,200,329,0,157
1758747248353,337,Browse,200,OK,true,Thread Group 1-107,text,2198,200,200,207,0,34
1758747248453,268,Browse,200,OK,true,Thread Group 1-119,text,1402,200,200,142,0,67
1758747248553,273,Login,200,OK,true,Thread Group 1-168,text,4796,200,200,205,0,31
1758747248653,662,Search,200,OK,true,Thread Group 1-39,text,4753,200,200,533,0,125
1758747248753,383,Browse,200,OK,true,Thread Group 1-118,text,4264,200,200,300,0,74
1758747248853,349,Login,200,OK,true,Thread Group 1-133,text,744,200,200,242,0,39
1758747248953,349,Browse,200,OK,true,Thread Group 1-161,text,3100,200,200,312,0,77
1758747249053,408,Browse,200,OK,true,Thread Group 1-199,text,3730,200,200,353,0,84
1758747249153,671,Checkout,200,OK,true,Thread Group 1-147,text,4956,200,200,596,0,198
1758747249253,552,Browse,200,OK,true,Thread Group 1-168,text,3671,200,200,334,0,67
1758747249353,244,Logout,200,OK,true,Thread Group 1-127,text,4505,200,200,149,0,26
1758747249453,479,Browse,200,OK,true,Thread Group 1-188,text,2668,200,200,341,0,89
1758747249553,319,Login,200,OK,true,Thread Group 1-8,text,4610,200,200,174,0,82
1758747249653,631,Search,200,OK,true,Thread Group 1-179,text,506,200,200,371,0,111
1758747249753,833,Checkout,200,OK,true,Thread Group 1-39,text,2748,200,200,685,0,123
1758747249853,304,Login,200,OK,true,Thread Group 1-105,text,730,200,200,218,0,84
1758747249953,431,Browse,200,OK,true,Thread Group 1-200,text,4593,200,200,317,0,107
1758747250053,441,Search,200,OK,true,Thread Group 1-20,text,2736,200,200,385,0,83
1758747250153,405,Search,200,OK,true,Thread Group 1-96,text,805,200,200,247,0,88
1758747250253,569,Search,200,OK,true,Thread Group 1-56,text,3824,200,200,314,0,153
1758747250353,174,Logout,200,OK,true,Thread Group 1-55,text,827,200,200,97,0,35
1758747250453,490,Search,500,Internal Server Error,false,Thread Group 1-10,text,2780,200,200,384,0,69
1758747250553,701,Checkout,200,OK,true,Thread Group 1-67,text,797,200,200,465,0,92
1758747250653,315,Login,200,OK,true,Thread Group 1-80,text,1604,200,200,202,0,88
1758747250753,288,Search,200,OK,true,Thread Group 1-149,text,4809,200,200,147,0,86
1758747250853,187,Logout,200,OK,true,Thread Group 1-103,text,4618,200,200,133,0,45
1758747250953,633,Search,200,OK,true,Thread Group 1-32,text,1762,200,200,531,0,80
1758747251053,1023,Checkout,200,OK,true,Thread Group 1-126,text,4360,200,200,609,0,249
1758747251153,320,Search,200,OK,true,Thread Group 1-32,text,1458,200,200,186,0,51
1758747251253,528,Search,200,OK,true,Thread Group 1-146,text,4793,200,200,395,0,152
1758747251353,172,Logout,200,OK,true,Thread Group 1-59,text,2426,200,200,140,0,33
1758747251453,177,Login,200,OK,true,Thread Group 1-81,text,3044,200,200,93,0,38
1758747251553,185,Login,200,OK,true,Thread Group 1-13,text,2202,200,200,127,0,39
1758747251653,159,Logout,200,OK,true,Thread Group 1-13,text,3569,200,200,140,0,37
1758747251753,921,Checkout,200,OK,true,Thread Group 1-173,text,2407,200,200,697,0,99
1758747251853,516,Checkout,200,OK,true,Thread Group 1-86,text,2253,200,200,350,0,137
1758747251953,249,Login,200,OK,true,Thread Group 1-46,text,4487,200,200,174,0,69
1758747252053,362,Login,200,OK,true,Thread Group 1-137,text,2379,200,200,195,0,86
1758747252153,223,Logout,200,OK,true,Thread Group 1-39,text,2513,200,200,169,0,28
1758747252253,735,Checkout,200,OK,true,Thread Group 1-164,text,522,200,200,504,0,218
1758747252353,594,Checkout,200,OK,true,Thread Group 1-111,text,1903,200,200,409,0,82
1758747252453,231,Logout,200,OK,true,Thread Group 1-104,text,1090,200,200,201,0,63
1758747252553,303,Login,500,Internal Server Error,false,Thread Group 1-100,text,2017,200,200,254,0,89
1758747252653,375,Login,200,OK,true,Thread Group 1-87,text,1969,200,200,297,0,58
1758747252753,602,Search,200,OK,true,Thread Group 1-105,text,4390,200,200,477,0,145
1758747252853,514,Browse,200,OK,true,Thread Group 1-44,text,1183,200,200,291,0,138
1758747252953,339,Login,200,OK,true,Thread Group 1-53,text,3989,200,200,244,0,51
1758747253053,235,Logout,200,OK,true,Thread Group 1-62,text,4380,200,200,139,0,60
1758747253153,898,Checkout,200,OK,true,Thread Group 1-38,text,1704,200,200,689,0,189
1758747253253,204,Logout,200,OK,true,Thread Group 1-19,text,3845,200,200,110,0,53
1758747253353,364,Login,200,OK,true,Thread Group 1-135,text,2542,200,200,234,0,45
1758747253453,623,Search,200,OK,true,Thread Group 1-157,text,4678,200,200,393,0,151
1758747253553,326,Browse,200,OK,true,Thread Group 1-124,text,4618,200,200,197,0,83
1758747253653,350,Search,200,OK,true,Thread Group 1-152,text,2509,200,200,218,0,83
1758747253753,616,Search,200,OK,true,Thread Group 1-85,text,785,200,200,527,0,99
1758747253853,978,Checkout,200,OK,true,Thread Group 1-3,text,1613,200,200,829,0,289
1758747253953,526,Search,200,OK,true,Thread Group 1-177,text,3214,200,200,280,0,79
1758747254053,553,Browse,200,OK,true,Thread Group 1-50,text,2875,200,200,462,0,134
1758747254153,224,Logout,200,OK,true,Thread Group 1-119,text,1382,200,200,190,0,35
1758747254253,172,Logout,200,OK,true,Thread Group 1-128,text,1987,200,200,107,0,34
1758747254353,347,Search,200,OK,true,Thread Group 1-80,text,2734,200,200,239,0,36
1758747254453,216,Logout,200,OK,true,Thread Group 1-79,text,2555,200,200,111,0,30
1758747254553,285,Login,200,OK,true,Thread Group 1-47,text,708,200,200,159,0,78
1758747254653,805,Checkout,200,OK,true,Thread Group 1-20,text,3492,200,200,551,0,206
1758747254753,594,Search,200,OK,true,Thread Group 1-87,text,4993,200,200,341,0,78
1758747254853,241,Login,200,OK,true,Thread Group 1-140,text,4423,200,200,146,0,56
1758747254953,263,Logout,200,OK,true,Thread Group 1-176,text,3676,200,200,146,0,31
1758747255053,321,Search,200,OK,true,Thread Group 1-56,text,4790,200,200,276,0,37
1758747255153,582,Search,200,OK,true,Thread Group 1-103,text,1086,200,200,429,0,160
1758747255253,296,Browse,500,Internal Server Error,false,Thread Group 1-20,text,895,200,200,165,0,64
1758747255353,962,Checkout,200,OK,true,Thread Group 1-182,text,736,200,200,631,0,237
1758747255453,240,Logout,200,OK,true,Thread Group 1-136,text,3559,200,200,126,0,30
1758747255553,477,Browse,200,OK,true,Thread Group 1-139,text,4525,200,200,424,0,108
1758747255653,286,Login,200,OK,true,Thread Group 1-159,text,946,200,200,218,0,49
1758747255753,426,Browse,200,OK,true,Thread Group 1-24,text,3125,200,200,329,0,115
1758747255853,1021,Checkout,200,OK,true,Thread Group 1-163,text,529,200,200,663,0,197
1758747255953,568,Search,500,Internal Server Error,false,Thread Group 1-167,text,3852,200,200,299,0,70
1758747256053,565,Search,200,OK,true,Thread Group 1-21,text,2277,200,200,383,0,84
1758747256153,437,Browse,200,OK,true,Thread Group 1-151,text,3046,200,200,380,0,44
1758747256253,202,Logout,500,Internal Server Error,false,Thread Group 1-135,text,2471,200,200,122,0,53
1758747256353,465,Browse,200,OK,true,Thread Group 1-75,text,4359,200,200,358,0,68
1758747256453,809,Checkout,200,OK,true,Thread Group 1-136,text,3985,200,200,530,0,83
1758747256553,212,Logout,200,OK,true,Thread Group 1-51,text,1394,200,200,173,0,57
1758747256653,274,Browse,200,OK,true,Thread Group 1-133,text,3840,200,200,177,0,69
1758747256753,428,Browse,200,OK,true,Thread Group 1-31,text,4232,200,200,258,0,60
1758747256853,572,Checkout,200,OK,true,Thread Group 1-57,text,3041,200,200,346,0,146
1758747256953,296,Login,200,OK,true,Thread Group 1-157,text,4671,200,200,228,0,66
1758747257053,335,Login,200,OK,true,Thread Group 1-84,text,4572,200,200,229,0,48
1758747257153,148,Logout,200,OK,true,Thread Group 1-56,text,2469,200,200,132,0,28
1758747257253,432,Search,200,OK,true,Thread Group 1-137,text,1911,200,200,313,0,98
1758747257353,164,Logout,200,OK,true,Thread Group 1-50,text,2270,200,200,90,0,42
1758747257453,389,Browse,200,OK,true,Thread Group 1-69,text,912,200,200,327,0,90
1758747257553,553,Search,200,OK,true,Thread Group 1-106,text,2090,200,200,355,0,71
1758747257653,544,Checkout,200,OK,true,Thread Group 1-7,text,4674,200,200,439,0,160
1758747257753,835,Checkout,200,OK,true,Thread Group 1-22,text,3869,200,200,628,0,138
1758747257853,685,Checkout,200,OK,true,Thread Group 1-177,text,2795,200,200,608,0,127
1758747257953,474,Login,200,OK,true,Thread Group 1-57,text,4027,200,200,255,0,59
1758747258053,268,Login,500,Internal Server Error,false,Thread Group 1-76,text,3244,200,200,187,0,61
1758747258153,556,Browse,200,OK,true,Thread Group 1-145,text,4465,200,200,436,0,145
1758747258253,218,Logout,500,Internal Server Error,false,Thread Group 1-194,text,1113,200,200,184,0,35
1758747258353,525,Browse,200,OK,true,Thread Group 1-9,text,947,200,200,426,0,97
1758747258453,378,Browse,200,OK,true,Thread Group 1-169,text,4737,200,200,191,0,74
1758747258553,335,Login,200,OK,true,Thread Group 1-29,text,3664,200,200,273,0,48
1758747258653,251,Login,200,OK,true,Thread Group 1-127,text,2542,200,200,199,0,44
1758747258753,684,Search,200,OK,true,Thread Group 1-111,text,2946,200,200,414,0,158
1758747258853,390,Browse,200,OK,true,Thread Group 1-65,text,1182,200,200,324,0,93
1758747258953,355,Browse,200,OK,true,Thread Group 1-25,text,1832,200,200,193,0,44
1758747259053,349,Login,200,OK,true,Thread Group 1-185,text,3891,200,200,312,0,85
1758747259153,225,Logout,200,OK,true,Thread Group 1-131,text,1612,200,200,141,0,35
1758747259253,572,Search,200,OK,true,Thread Group 1-51,text,4135,200,200,394,0,114
1758747259353,463,Search,200,OK,true,Thread Group 1-76,text,4113,200,200,362,0,71
1758747259453,300,Login,200,OK,true,Thread Group 1-35,text,1714,200,200,263,0,71
1758747259553,596,Search,200,OK,true,Thread Group 1-17,text,2405,200,200,385,0,65
1758747259653,332,Browse,200,OK,true,Thread Group 1-186,text,4419,200,200,247,0,61
1758747259753,567,Search,200,OK,true,Thread Group 1-35,text,2426,200,200,441,0,138
1758747259853,417,Browse,200,OK,true,Thread Group 1-183,text,805,200,200,330,0,77
1758747259953,444,Browse,200,OK,true,Thread Group 1-111,text,848,200,200,269,0,97
1758747260053,334,Login,200,OK,true,Thread Group 1-14,text,4386,200,200,203,0,65
1758747260153,262,Login,200,OK,true,Thread Group 1-124,text,1095,200,200,232,0,52
1758747260253,391,Browse,200,OK,true,Thread Group 1-120,text,3845,200,200,267,0,46
1758747260353,289,Login,200,OK,true,Thread Group 1-185,text,2967,200,200,193,0,39
1758747260453,446,Checkout,200,OK,true,Thread Group 1-136,text,4293,200,200,303,0,54
1758747260553,630,Checkout,200,OK,true,Thread Group 1-29,text,3026,200,200,415,0,153
1758747260653,203,Logout,200,OK,true,Thread Group 1-95,text,4737,200,200,109,0,30
1758747260753,253,Logout,200,OK,true,Thread Group 1-62,text,3550,200,200,193,0,57
1758747260853,135,Logout,200,OK,true,Thread Group 1-154,text,3422,200,200,81,0,24
1758747260953,506,Browse,200,OK,true,Thread Group 1-34,text,1768,200,200,389,0,58
1758747261053,585,Search,200,OK,true,Thread Group 1-72,text,828,200,200,299,0,168
1758747261153,443,Search,200,OK,true,Thread Group 1-92,text,3267,200,200,234,0,57
1758747261253,342,Login,200,OK,true,Thread Group 1-34,text,3474,200,200,210,0,89
1758747261353,720,Checkout,200,OK,true,Thread Group 1-53,text,4851,200,200,606,0,119
1758747261453,311,Login,200,OK,true,Thread Group 1-185,text,4334,200,200,211,0,31
