timeStamp,elapsed,label,responseCode,responseMessage,success,threadName,dataType,bytes,grpThreads,allThreads,Latency,IdleTime,Connect
1758747663203,1514,Browse,200,OK,true,Thread Group 1-21,text,3805,200,200,1336,0,338
1758747663303,1441,Login,200,OK,true,Thread Group 1-95,text,1580,200,200,1267,0,571
1758747663403,2343,Search,200,OK,true,Thread Group 1-51,text,1042,200,200,1409,0,831
1758747663503,1243,Browse,200,OK,true,Thread Group 1-70,text,2452,200,200,1168,0,253
1758747663603,3485,Checkout,200,OK,true,Thread Group 1-123,text,2354,200,200,3140,0,1207
1758747663703,1781,Search,200,OK,true,Thread Group 1-89,text,3512,200,200,1414,0,568
1758747663803,1526,Search,500,Internal Server Error,false,Thread Group 1-122,text,637,200,200,1086,0,314
1758747663903,873,Logout,200,OK,true,Thread Group 1-93,text,3735,200,200,805,0,245
1758747664003,3336,Checkout,200,OK,true,Thread Group 1-136,text,4943,200,200,2497,0,754
1758747664103,1224,Login,200,OK,true,Thread Group 1-136,text,1275,200,200,787,0,400
1758747664203,2505,Checkout,200,OK,true,Thread Group 1-77,text,2701,200,200,2178,0,742
1758747664303,833,Logout,200,OK,true,Thread Group 1-11,text,2140,200,200,595,0,277
1758747664403,1225,Search,200,OK,true,Thread Group 1-58,text,4704,200,200,764,0,340
1758747664503,1394,Browse,200,OK,true,Thread Group 1-2,text,2330,200,200,990,0,384
1758747664603,681,Logout,200,OK,true,Thread Group 1-90,text,1016,200,200,553,0,163
1758747664703,940,Login,200,OK,true,Thread Group 1-82,text,599,200,200,857,0,223
1758747664803,2241,Checkout,200,OK,true,Thread Group 1-74,text,741,200,200,1911,0,624
1758747664903,3933,Checkout,200,OK,true,Thread Group 1-4,text,2063,200,200,2973,0,961
1758747665003,1235,Login,200,OK,true,Thread Group 1-68,text,2993,200,200,1071,0,397
1758747665103,2870,Checkout,200,OK,true,Thread Group 1-75,text,786,200,200,1895,0,873
1758747665203,811,Browse,200,OK,true,Thread Group 1-194,text,1495,200,200,770,0,190
1758747665303,1350,Login,200,OK,true,Thread Group 1-5,text,1057,200,200,860,0,353
1758747665403,2083,Search,200,OK,true,Thread Group 1-141,text,2707,200,200,1922,0,599
1758747665503,1176,Login,200,OK,true,Thread Group 1-16,text,3323,200,200,716,0,451
1758747665603,3853,Checkout,200,OK,true,Thread Group 1-72,text,2709,200,200,2924,0,835
1758747665703,2146,Browse,200,OK,true,Thread Group 1-127,text,3711,200,200,1462,0,436
1758747665803,1240,Browse,200,OK,true,Thread Group 1-97,text,4405,200,200,768,0,491
1758747665903,923,Logout,200,OK,true,Thread Group 1-174,text,2194,200,200,647,0,277
1758747666003,1451,Browse,200,OK,true,Thread Group 1-151,text,3574,200,200,1075,0,572
1758747666103,851,Logout,200,OK,true,Thread Group 1-92,text,2938,200,200,541,0,206
1758747666203,602,Logout,200,OK,true,Thread Group 1-76,text,4496,200,200,529,0,162
1758747666303,2215,Checkout,200,OK,true,Thread Group 1-143,text,2890,200,200,1711,0,534
1758747666403,861,Logout,200,OK,true,Thread Group 1-137,text,3235,200,200,664,0,247
1758747666503,1283,Login,200,OK,true,Thread Group 1-198,text,4373,200,200,1083,0,426
1758747666603,3316,Checkout,200,OK,true,Thread Group 1-121,text,1936,200,200,2553,0,1038
1758747666703,1373,Login,200,OK,true,Thread Group 1-92,text,3947,200,200,844,0,534
1758747666803,2319,Search,200,OK,true,Thread Group 1-6,text,1787,200,200,1608,0,833
1758747666903,872,Logout,200,OK,true,Thread Group 1-16,text,1557,200,200,635,0,253
1758747667003,970,Browse,200,OK,true,Thread Group 1-192,text,3759,200,200,670,0,302
1758747667103,762,Logout,200,OK,true,Thread Group 1-50,text,3198,200,200,638,0,280
1758747667203,3014,Search,200,OK,true,Thread Group 1-8,text,634,200,200,2011,0,1034
1758747667303,3065,Checkout,200,OK,true,Thread Group 1-112,text,4478,200,200,2388,0,859
1758747667403,716,Logout,200,OK,true,Thread Group 1-64,text,4633,200,200,559,0,210
1758747667503,1893,Browse,200,OK,true,Thread Group 1-197,text,2834,200,200,1397,0,452
1758747667603,913,Logout,200,OK,true,Thread Group 1-144,text,2298,200,200,689,0,267
1758747667703,2518,Search,200,OK,true,Thread Group 1-111,text,1312,200,200,2259,0,837
1758747667803,1060,Login,200,OK,true,Thread Group 1-161,text,3538,200,200,988,0,298
1758747667903,1334,Login,200,OK,true,Thread Group 1-112,text,4104,200,200,1036,0,477
1758747668003,1551,Login,200,OK,true,Thread Group 1-86,text,2423,200,200,1441,0,313
1758747668103,2068,Browse,200,OK,true,Thread Group 1-41,text,1929,200,200,1882,0,688
1758747668203,2330,Search,200,OK,true,Thread Group 1-177,text,4775,200,200,1539,0,603
1758747668303,1217,Logout,200,OK,true,Thread Group 1-39,text,3426,200,200,1008,0,268
1758747668403,1012,Login,200,OK,true,Thread Group 1-25,text,4687,200,200,838,0,287
1758747668503,1673,Browse,200,OK,true,Thread Group 1-90,text,1968,200,200,1403,0,624
1758747668603,1239,Login,200,OK,true,Thread Group 1-15,text,3673,200,200,1026,0,340
1758747668703,2534,Checkout,200,OK,true,Thread Group 1-198,text,606,200,200,1621,0,823
1758747668803,1562,Browse,200,OK,true,Thread Group 1-159,text,2968,200,200,1400,0,575
1758747668903,1793,Browse,200,OK,true,Thread Group 1-138,text,1633,200,200,1508,0,383
1758747669003,1014,Login,200,OK,true,Thread Group 1-91,text,3643,200,200,936,0,347
1758747669103,838,Browse,200,OK,true,Thread Group 1-166,text,697,200,200,772,0,255
1758747669203,796,Logout,200,OK,true,Thread Group 1-75,text,1732,200,200,510,0,173
1758747669303,3143,Checkout,200,OK,true,Thread Group 1-62,text,4147,200,200,2298,0,862
1758747669403,865,Browse,200,OK,true,Thread Group 1-33,text,4581,200,200,560,0,327
1758747669503,2371,Checkout,200,OK,true,Thread Group 1-95,text,770,200,200,1609,0,671
1758747669603,1847,Search,200,OK,true,Thread Group 1-12,text,1014,200,200,1260,0,633
1758747669703,520,Logout,200,OK,true,Thread Group 1-67,text,3973,200,200,372,0,124
1758747669803,2557,Checkout,200,OK,true,Thread Group 1-25,text,1373,200,200,2160,0,927
1758747669903,1543,Login,200,OK,true,Thread Group 1-80,text,2066,200,200,1328,0,320
1758747670003,1196,Login,200,OK,true,Thread Group 1-14,text,3463,200,200,795,0,372
1758747670103,2029,Browse,200,OK,true,Thread Group 1-30,text,2322,200,200,1582,0,500
1758747670203,1472,Browse,200,OK,true,Thread Group 1-9,text,2085,200,200,908,0,378
1758747670303,1680,Browse,200,OK,true,Thread Group 1-112,text,655,200,200,1179,0,483
1758747670403,3680,Checkout,500,Internal Server Error,false,Thread Group 1-50,text,4865,200,200,2636,0,1117
1758747670503,968,Login,200,OK,true,Thread Group 1-192,text,3223,200,200,828,0,274
1758747670603,2067,Login,200,OK,true,Thread Group 1-110,text,1383,200,200,1721,0,540
1758747670703,3167,Checkout,200,OK,true,Thread Group 1-1,text,3733,200,200,2150,0,976
1758747670803,1356,Browse,200,OK,true,Thread Group 1-51,text,3480,200,200,822,0,299
1758747670903,2317,Browse,200,OK,true,Thread Group 1-191,text,4316,200,200,1883,0,839
1758747671003,1075,Login,200,OK,true,Thread Group 1-129,text,1251,200,200,939,0,398
1758747671103,3849,Checkout,200,OK,true,Thread Group 1-81,text,4485,200,200,3228,0,1241
1758747671203,1262,Browse,200,OK,true,Thread Group 1-60,text,3224,200,200,806,0,301
1758747671303,1033,Login,200,OK,true,Thread Group 1-72,text,4782,200,200,856,0,213
1758747671403,2786,Search,200,OK,true,Thread Group 1-102,text,3514,200,200,1707,0,1106
1758747671503,2001,Browse,200,OK,true,Thread Group 1-58,text,1324,200,200,1712,0,427
1758747671603,3162,Checkout,200,OK,true,Thread Group 1-156,text,3190,200,200,2775,0,1092
1758747671703,1052,Browse,500,Internal Server Error,false,Thread Group 1-182,text,2107,200,200,955,0,253
1758747671803,945,Logout,200,OK,true,Thread Group 1-111,text,2434,200,200,593,0,253
1758747671903,2823,Checkout,200,OK,true,Thread Group 1-175,text,4490,200,200,1990,0,716
1758747672003,2354,Search,200,OK,true,Thread Group 1-170,text,1316,200,200,1521,0,677
1758747672103,2185,Search,200,OK,true,Thread Group 1-126,text,3260,200,200,1771,0,680
1758747672203,3513,Checkout,500,Internal Server Error,false,Thread Group 1-92,text,4489,200,200,2850,0,1048
1758747672303,1523,Search,200,OK,true,Thread Group 1-142,text,1135,200,200,1042,0,402
1758747672403,1071,Login,500,Internal Server Error,false,Thread Group 1-39,text,3218,200,200,884,0,397
1758747672503,852,Login,200,OK,true,Thread Group 1-102,text,2323,200,200,630,0,175
1758747672603,743,Logout,200,OK,true,Thread Group 1-89,text,3215,200,200,532,0,266
1758747672703,942,Login,200,OK,true,Thread Group 1-7,text,1441,200,200,832,0,212
1758747672803,910,Browse,500,Internal Server Error,false,Thread Group 1-142,text,2735,200,200,552,0,350
1758747672903,688,Logout,200,OK,true,Thread Group 1-139,text,1382,200,200,529,0,208
1758747673003,3755,Checkout,200,OK,true,Thread Group 1-109,text,2108,200,200,2631,0,1405
1758747673103,3289,Checkout,200,OK,true,Thread Group 1-5,text,4880,200,200,2836,0,1000
1758747673203,1964,Search,200,OK,true,Thread Group 1-196,text,2738,200,200,1805,0,427
1758747673303,1058,Login,200,OK,true,Thread Group 1-101,text,2346,200,200,825,0,286
1758747673403,1500,Browse,200,OK,true,Thread Group 1-48,text,810,200,200,993,0,405
1758747673503,2122,Search,200,OK,true,Thread Group 1-160,text,1204,200,200,1411,0,534
1758747673603,3370,Checkout,200,OK,true,Thread Group 1-172,text,2005,200,200,2058,0,977
1758747673703,1233,Login,200,OK,true,Thread Group 1-197,text,1058,200,200,1043,0,406
1758747673803,1750,Checkout,200,OK,true,Thread Group 1-108,text,4550,200,200,1106,0,353
1758747673903,1278,Logout,200,OK,true,Thread Group 1-91,text,1932,200,200,1107,0,397
1758747674003,747,Login,500,Internal Server Error,false,Thread Group 1-176,text,2163,200,200,465,0,239
1758747674103,1579,Search,200,OK,true,Thread Group 1-177,text,947,200,200,1486,0,544
1758747674203,504,Logout,200,OK,true,Thread Group 1-68,text,4258,200,200,401,0,178
1758747674303,1220,Login,200,OK,true,Thread Group 1-140,text,2796,200,200,764,0,459
1758747674403,1427,Login,200,OK,true,Thread Group 1-37,text,659,200,200,1187,0,539
1758747674503,2802,Checkout,200,OK,true,Thread Group 1-122,text,4533,200,200,2052,0,665
1758747674603,1817,Browse,200,OK,true,Thread Group 1-174,text,4629,200,200,1547,0,636
1758747674703,647,Logout,200,OK,true,Thread Group 1-55,text,4905,200,200,568,0,170
1758747674803,3067,Checkout,200,OK,true,Thread Group 1-169,text,3765,200,200,1932,0,971
1758747674903,1885,Search,200,OK,true,Thread Group 1-187,text,3001,200,200,1457,0,695
1758747675003,3232,Checkout,200,OK,true,Thread Group 1-25,text,2400,200,200,2176,0,1174
1758747675103,3953,Checkout,200,OK,true,Thread Group 1-26,text,1266,200,200,2959,0,1191
1758747675203,2304,Search,200,OK,true,Thread Group 1-137,text,2713,200,200,2139,0,817
1758747675303,3224,Search,200,OK,true,Thread Group 1-32,text,4411,200,200,2691,0,1040
1758747675403,920,Browse,200,OK,true,Thread Group 1-37,text,2472,200,200,751,0,284
1758747675503,638,Logout,200,OK,true,Thread Group 1-68,text,2250,200,200,435,0,157
1758747675603,878,Logout,200,OK,true,Thread Group 1-40,text,4827,200,200,769,0,179
1758747675703,3511,Checkout,200,OK,true,Thread Group 1-105,text,2501,200,200,2317,0,832
1758747675803,1321,Browse,200,OK,true,Thread Group 1-80,text,4244,200,200,1062,0,271
1758747675903,942,Logout,200,OK,true,Thread Group 1-123,text,4303,200,200,763,0,313
1758747676003,1989,Browse,200,OK,true,Thread Group 1-71,text,2765,200,200,1836,0,543
1758747676103,2961,Checkout,200,OK,true,Thread Group 1-86,text,851,200,200,2111,0,940
1758747676203,1038,Search,200,OK,true,Thread Group 1-3,text,938,200,200,857,0,314
1758747676303,1330,Checkout,200,OK,true,Thread Group 1-134,text,4562,200,200,989,0,467
1758747676403,2330,Checkout,200,OK,true,Thread Group 1-197,text,1682,200,200,1636,0,796
1758747676503,2400,Browse,200,OK,true,Thread Group 1-122,text,1040,200,200,1875,0,642
1758747676603,1185,Login,200,OK,true,Thread Group 1-83,text,784,200,200,868,0,318
1758747676703,1671,Browse,200,OK,true,Thread Group 1-196,text,572,200,200,1506,0,619
1758747676803,2499,Checkout,200,OK,true,Thread Group 1-180,text,4938,200,200,1911,0,924
1758747676903,1504,Browse,200,OK,true,Thread Group 1-7,text,1818,200,200,1044,0,581
1758747677003,2431,Checkout,200,OK,true,Thread Group 1-65,text,560,200,200,1718,0,843
1758747677103,818,Login,200,OK,true,Thread Group 1-84,text,3764,200,200,502,0,174
1758747677203,1592,Browse,200,OK,true,Thread Group 1-162,text,2962,200,200,1481,0,599
1758747677303,2706,Search,200,OK,true,Thread Group 1-172,text,2357,200,200,1867,0,794
1758747677403,493,Logout,200,OK,true,Thread Group 1-63,text,1677,200,200,433,0,152
1758747677503,1173,Browse,200,OK,true,Thread Group 1-81,text,1382,200,200,975,0,374
1758747677603,2147,Search,200,OK,true,Thread Group 1-80,text,1806,200,200,1611,0,727
1758747677703,1014,Browse,200,OK,true,Thread Group 1-80,text,4601,200,200,623,0,247
1758747677803,1099,Login,200,OK,true,Thread Group 1-139,text,2314,200,200,846,0,354
1758747677903,1754,Browse,200,OK,true,Thread Group 1-144,text,4598,200,200,1242,0,540
1758747678003,1152,Login,500,Internal Server Error,false,Thread Group 1-152,text,1329,200,200,881,0,293
1758747678103,1624,Login,200,OK,true,Thread Group 1-193,text,1943,200,200,1461,0,442
1758747678203,781,Logout,200,OK,true,Thread Group 1-135,text,3444,200,200,560,0,172
1758747678303,821,Logout,500,Internal Server Error,false,Thread Group 1-104,text,3558,200,200,705,0,246
1758747678403,1526,Search,200,OK,true,Thread Group 1-3,text,1422,200,200,1320,0,575
1758747678503,2411,Search,200,OK,true,Thread Group 1-98,text,593,200,200,1766,0,507
1758747678603,2647,Checkout,200,OK,true,Thread Group 1-1,text,1282,200,200,2462,0,633
1758747678703,874,Logout,200,OK,true,Thread Group 1-197,text,2568,200,200,754,0,323
1758747678803,3435,Checkout,200,OK,true,Thread Group 1-58,text,3371,200,200,3235,0,1035
1758747678903,957,Login,200,OK,true,Thread Group 1-90,text,854,200,200,774,0,227
1758747679003,1256,Login,200,OK,true,Thread Group 1-123,text,1316,200,200,961,0,483
1758747679103,3508,Checkout,200,OK,true,Thread Group 1-141,text,4554,200,200,2153,0,1217
1758747679203,1333,Login,200,OK,true,Thread Group 1-70,text,920,200,200,1216,0,280
1758747679303,1690,Browse,200,OK,true,Thread Group 1-131,text,3035,200,200,1146,0,355
1758747679403,944,Login,200,OK,true,Thread Group 1-96,text,2702,200,200,711,0,257
1758747679503,1531,Login,200,OK,true,Thread Group 1-113,text,4211,200,200,1284,0,389
1758747679603,1434,Search,200,OK,true,Thread Group 1-12,text,3610,200,200,908,0,381
1758747679703,1273,Browse,200,OK,true,Thread Group 1-195,text,1490,200,200,1057,0,359
1758747679803,2359,Checkout,200,OK,true,Thread Group 1-1,text,4834,200,200,1979,0,696
1758747679903,3410,Checkout,200,OK,true,Thread Group 1-131,text,3701,200,200,3156,0,1154
1758747680003,3288,Checkout,200,OK,true,Thread Group 1-111,text,2082,200,200,2472,0,1051
1758747680103,3045,Search,200,OK,true,Thread Group 1-73,text,2240,200,200,2061,0,858
1758747680203,1630,Search,200,OK,true,Thread Group 1-55,text,966,200,200,1042,0,330
1758747680303,679,Login,200,OK,true,Thread Group 1-169,text,3751,200,200,610,0,241
1758747680403,967,Logout,200,OK,true,Thread Group 1-96,text,1663,200,200,674,0,380
1758747680503,1338,Login,200,OK,true,Thread Group 1-181,text,4060,200,200,898,0,292
1758747680603,2679,Checkout,200,OK,true,Thread Group 1-44,text,2518,200,200,1917,0,842
1758747680703,1504,Search,200,OK,true,Thread Group 1-170,text,2858,200,200,1124,0,508
1758747680803,969,Search,200,OK,true,Thread Group 1-72,text,1883,200,200,872,0,286
1758747680903,2477,Search,200,OK,true,Thread Group 1-12,text,4421,200,200,1675,0,840
1758747681003,1220,Search,500,Internal Server Error,false,Thread Group 1-135,text,804,200,200,823,0,450
1758747681103,1306,Search,500,Internal Server Error,false,Thread Group 1-199,text,1999,200,200,1009,0,504
1758747681203,614,Login,200,OK,true,Thread Group 1-193,text,2724,200,200,485,0,126
1758747681303,1796,Search,200,OK,true,Thread Group 1-148,text,3120,200,200,1172,0,600
1758747681403,3870,Checkout,200,OK,true,Thread Group 1-159,text,1458,200,200,3179,0,888
1758747681503,393,Logout,200,OK,true,Thread Group 1-195,text,4694,200,200,369,0,111
1758747681603,2309,Search,200,OK,true,Thread Group 1-199,text,2704,200,200,1703,0,906
1758747681703,3316,Checkout,200,OK,true,Thread Group 1-156,text,1083,200,200,2058,0,1314
1758747681803,607,Login,200,OK,true,Thread Group 1-88,text,4804,200,200,390,0,123
1758747681903,3117,Checkout,200,OK,true,Thread Group 1-185,text,1966,200,200,2244,0,1002
1758747682003,5349,Checkout,200,OK,true,Thread Group 1-18,text,4547,200,200,4601,0,1160
1758747682103,1705,Login,200,OK,true,Thread Group 1-11,text,2404,200,200,1114,0,345
1758747682203,1476,Search,200,OK,true,Thread Group 1-25,text,3695,200,200,1273,0,554
1758747682303,2243,Search,200,OK,true,Thread Group 1-75,text,2256,200,200,1615,0,542
1758747682403,1535,Browse,200,OK,true,Thread Group 1-63,text,2266,200,200,1030,0,392
1758747682503,3510,Checkout,200,OK,true,Thread Group 1-109,text,4852,200,200,2492,0,742
1758747682603,827,Logout,200,OK,true,Thread Group 1-17,text,1206,200,200,695,0,295
1758747682703,2596,Checkout,200,OK,true,Thread Group 1-102,text,3578,200,200,1640,0,1036
1758747682803,1938,Search,200,OK,true,Thread Group 1-33,text,1945,200,200,1488,0,769
1758747682903,1806,Checkout,200,OK,true,Thread Group 1-2,text,3050,200,200,1358,0,470
1758747683003,1793,Login,200,OK,true,Thread Group 1-130,text,4406,200,200,1541,0,369
1758747683103,1484,Browse,200,OK,true,Thread Group 1-158,text,1798,200,200,1394,0,378
1758747683203,1385,Search,200,OK,true,Thread Group 1-36,text,3807,200,200,1236,0,485
1758747683303,3945,Checkout,200,OK,true,Thread Group 1-31,text,1293,200,200,2474,0,1419
1758747683403,1146,Browse,200,OK,true,Thread Group 1-50,text,657,200,200,967,0,230
1758747683503,2052,Search,200,OK,true,Thread Group 1-124,text,3680,200,200,1808,0,626
1758747683603,1414,Login,200,OK,true,Thread Group 1-75,text,1226,200,200,914,0,311
1758747683703,1279,Login,200,OK,true,Thread Group 1-121,text,1454,200,200,940,0,491
1758747683803,1213,Login,200,OK,true,Thread Group 1-35,text,3658,200,200,835,0,324
1758747683903,741,Logout,200,OK,true,Thread Group 1-152,text,2941,200,200,588,0,224
1758747684003,982,Login,200,OK,true,Thread Group 1-102,text,1216,200,200,886,0,275
1758747684103,1888,Search,200,OK,true,Thread Group 1-51,text,679,200,200,1327,0,708
1758747684203,1322,Search,200,OK,true,Thread Group 1-89,text,512,200,200,1098,0,482
1758747684303,1601,Browse,200,OK,true,Thread Group 1-116,text,2686,200,200,1517,0,444
1758747684403,828,Logout,200,OK,true,Thread Group 1-149,text,3201,200,200,548,0,218
1758747684503,1191,Login,200,OK,true,Thread Group 1-152,text,552,200,200,924,0,366
1758747684603,527,Logout,200,OK,true,Thread Group 1-144,text,3301,200,200,494,0,172
1758747684703,1430,Search,200,OK,true,Thread Group 1-54,text,1745,200,200,1002,0,495
1758747684803,1042,Logout,200,OK,true,Thread Group 1-130,text,2482,200,200,880,0,307
